ticket_id,reporter_id,datum,kategorie,priorita,status,popis
266,958,2024-12-24 11:52:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na Figma?
267,886,2024-06-09 15:31:00,hw / sw,P3,closed,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
268,629,2024-08-19 16:00:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Confluence.
269,876,2024-10-29 09:46:00,Ostatní,P3,open,Klimatizace v open-spacu zase netáhne.
270,380,2024-06-02 12:08:00,Účet a přístup,P1,closed,Zapomněl/a jsem heslo do Slack.
271,834,2025-03-30 17:46:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Slack.
272,967,2024-10-29 08:17:00,Účet a přístup,P4,closed,Můj VPN profil nefunguje od pondělí.
273,822,2025-04-18 12:45:00,hw / sw,P3,open,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
274,360,2024-03-02 17:55:00,Účet a přístup,P4,open,Zapomněl/a jsem heslo do Confluence.
275,589,2024-12-27 17:35:00,hw / sw,P3,closed,Nefunguje mi headset. Můžete se na to podívat?
276,915,2024-11-15 10:02:00,hw / sw,P3,closed,Nefunguje mi headset. Můžete se na to podívat?
277,154,2025-02-27 08:10:00,Ostatní,P3,open,Klimatizace v open-spacu zase netáhne.
278,637,2024-12-12 09:07:00,hw / sw,P3,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
279,408,2024-04-20 12:52:00,Software,P4,open,Mohli byste mi prosím přidat licenci na Excel?
280,927,2024-07-13 12:37:00,Software,P3,closed,Po updatu Slack se mi rozbilo SSO login.
281,489,2024-08-30 14:39:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
282,548,2025-03-05 08:40:00,hw / sw,P3,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
283,395,2025-04-20 08:04:00,Ostatní,P1,pending,Nefunguje kávovar v 3. patře.
284,159,2024-05-08 16:02:00,Účet a přístup,P3,open,Zapomněl/a jsem heslo do interní portál.
285,725,2024-03-05 16:47:00,Ostatní,P4,closed,Někdo mi v ledničce snědl oběd. Co s tím?
286,458,2024-11-20 15:17:00,Software,P4,pending,Mohli byste mi prosím přidat licenci na Figma?
287,930,2024-12-02 13:29:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
288,227,2024-11-13 14:14:00,hw / sw,P2,pending,Nefunguje mi myš. Můžete se na to podívat?
289,549,2024-07-12 09:02:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
290,798,2024-08-19 16:12:00,Software,P3,closed,Po updatu Jira se mi rozbilo SSO login.
291,427,2024-12-23 14:33:00,Software,P3,open,Mohli byste mi prosím přidat licenci na Excel?
292,21,2024-08-10 13:46:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
293,9817,2024-03-20 16:42:00,Software,P3,closed,Po updatu Slack se mi rozbilo VPN integrace.
294,434,2025-01-22 11:15:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
295,412,2024-09-13 13:45:00,Software,P4,open,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
296,355,2024-07-07 15:52:00,hw / sw,P3,open,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
297,897,2024-09-20 17:38:00,hw / sw,P2,pending,Nefunguje mi monitor. Můžete se na to podívat?
298,861,2025-03-04 12:24:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Jira.
299,251,2024-01-18 10:54:00,hw / sw,P3,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
300,9510,2025-05-13 16:27:00,hw / sw,P3,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
301,754,2024-04-29 13:13:00,hw / sw,P4,pending,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
302,655,2025-01-15 09:34:00,hw / sw,P2,pending,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
303,349,2024-12-18 15:39:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Jira?
304,44,2024-12-02 14:07:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
305,922,2025-01-01 09:31:00,Software,P4,open,Mohli byste mi prosím přidat licenci na VS Code?
306,110,2024-05-21 10:32:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
307,257,2025-04-29 12:51:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
308,871,2024-06-13 14:59:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na VS Code?
309,354,2024-11-15 12:48:00,Software,P3,open,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
310,485,2024-11-16 09:47:00,hw / sw,P4,closed,Nefunguje mi monitor. Můžete se na to podívat?
311,509,2024-02-27 11:09:00,hw / sw,P3,pending,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
312,968,2025-03-16 14:51:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
313,501,2025-04-12 10:22:00,Účet a přístup,P1,open,Můj VPN profil nefunguje od pondělí.
314,915,2024-12-19 13:16:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
315,696,2025-04-04 15:52:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
316,360,2024-05-17 12:19:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
317,144,2025-04-28 09:12:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
318,65,2024-02-04 12:36:00,Ostatní,P3,closed,Někdo mi v ledničce snědl oběd. Co s tím?
319,495,2024-07-04 10:26:00,Software,P3,pending,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
320,58,2024-11-22 17:00:00,Ostatní,P2,open,Klimatizace v open-spacu zase netáhne.
321,194,2024-08-13 17:11:00,Software,P3,open,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
322,376,2024-12-17 15:12:00,hw / sw,P3,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
323,251,2024-02-05 08:49:00,Software,P4,closed,Mohli byste mi prosím přidat licenci na Figma?
324,321,2024-09-19 15:57:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Jira.
325,338,2025-02-06 11:07:00,hw / sw,P3,closed,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
326,84,2024-02-27 13:42:00,hw / sw,P3,closed,Nefunguje mi monitor. Můžete se na to podívat?
327,252,2024-07-26 08:51:00,Software,P2,closed,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
328,229,2025-04-15 17:34:00,hw / sw,P3,open,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
329,953,2024-02-08 13:22:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Excel?
330,865,2024-08-20 14:59:00,hw / sw,P4,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
331,162,2024-07-22 13:14:00,hw / sw,P3,pending,Prosím o výměnu monitor — je už za zenitem.
332,290,2024-06-29 14:56:00,Účet a přístup,P4,open,Můj VPN profil nefunguje od pondělí.
333,326,2024-09-10 14:29:00,hw / sw,P2,closed,headset přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
334,257,2025-03-05 17:14:00,hw / sw,P4,pending,Nefunguje mi headset. Můžete se na to podívat?
335,988,2024-11-23 14:22:00,hw / sw,P4,closed,Prosím o výměnu myš — je už za zenitem.
336,103,2024-02-03 14:35:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
337,571,2024-05-17 15:32:00,Ostatní,P1,pending,Někdo mi v ledničce snědl oběd. Co s tím?
338,185,2025-01-10 17:47:00,Účet a přístup,P3,pending,Můj VPN profil nefunguje od pondělí.
339,968,2024-07-12 17:41:00,hw / sw,P4,pending,Prosím o výměnu monitor — je už za zenitem.
340,447,2024-08-29 09:33:00,hw / sw,P4,closed,Prosím o výměnu monitor — je už za zenitem.
341,223,2024-04-27 09:11:00,Účet a přístup,P4,pending,Můj VPN profil nefunguje od pondělí.
342,348,2025-03-07 08:29:00,hw / sw,P4,closed,Prosím o výměnu notebook — je už za zenitem.
343,233,2024-12-06 09:27:00,Software,P3,closed,Nejde mi nainstalovat Figma. Vyhazuje to chybu.
344,115,2024-06-07 10:42:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
345,199,2025-04-30 14:02:00,Software,P1,closed,Mohli byste mi prosím přidat licenci na Slack?
346,165,2025-04-17 13:10:00,Software,P3,closed,Po updatu Figma se mi rozbilo SSO login.
347,945,2024-10-13 13:35:00,hw / sw,P4,closed,Prosím o výměnu myš — je už za zenitem.
348,906,2025-02-25 10:41:00,Účet a přístup,P4,open,Zapomněl/a jsem heslo do interní portál.
349,771,2024-06-19 12:40:00,Software,P3,open,Po updatu Jira se mi rozbilo notifikace.
350,807,2025-03-05 16:08:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na Slack?
351,978,2025-01-05 16:30:00,hw / sw,P3,closed,Prosím o výměnu headset — je už za zenitem.
352,638,2024-05-03 12:01:00,Software,P2,pending,Nejde mi nainstalovat Jira. Vyhazuje to chybu.
353,756,2024-07-05 15:27:00,hw / sw,P3,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
354,126,2024-05-03 08:28:00,hw / sw,P4,pending,Prosím o výměnu headset — je už za zenitem.
355,615,2025-03-18 11:34:00,Software,P3,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
356,43,2024-05-24 12:06:00,hw / sw,P3,pending,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
357,626,2024-07-21 16:36:00,Software,P4,closed,Po updatu Excel se mi rozbilo notifikace.
358,576,2024-10-11 12:28:00,hw / sw,P2,closed,Prosím o výměnu dock — je už za zenitem.
359,700,2025-01-01 16:35:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Figma?
360,170,2025-01-05 15:55:00,Software,P4,pending,Po updatu Jira se mi rozbilo SSO login.
361,417,2025-01-23 09:42:00,Účet a přístup,P3,open,Nemám přístup ke sdílenému disku týmu.
362,226,2024-11-01 09:11:00,Software,P3,closed,Po updatu VS Code se mi rozbilo SSO login.
363,605,2024-08-18 16:09:00,hw / sw,P3,closed,Nefunguje mi monitor. Můžete se na to podívat?
364,1010,2025-04-23 14:52:00,hw / sw,P2,closed,Prosím o výměnu monitor — je už za zenitem.
365,993,2024-08-19 09:43:00,Ostatní,P3,closed,Klimatizace v open-spacu zase netáhne.
366,324,2025-01-29 10:40:00,hw / sw,P3,closed,Prosím o výměnu notebook — je už za zenitem.
367,560,2024-03-06 13:15:00,hw / sw,P4,pending,Nefunguje mi monitor. Můžete se na to podívat?
368,648,2025-04-11 08:16:00,hw / sw,P3,pending,Prosím o výměnu dock — je už za zenitem.
369,634,2024-02-13 12:16:00,Software,P3,closed,Po updatu Slack se mi rozbilo notifikace.
370,926,2024-01-29 09:01:00,hw / sw,P3,pending,Nefunguje mi dock. Můžete se na to podívat?
371,805,2024-05-22 09:19:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
372,9229,2025-02-07 08:18:00,Účet a přístup,P2,pending,Nemám přístup ke sdílenému disku týmu.
373,806,2024-10-30 15:08:00,Software,P4,closed,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
374,626,2025-03-20 12:26:00,hw / sw,P2,closed,Prosím o výměnu klávesnice — je už za zenitem.
375,1004,2024-08-16 14:38:00,hw / sw,P4,closed,Nefunguje mi klávesnice. Můžete se na to podívat?
376,650,2024-08-11 08:57:00,hw / sw,P2,closed,Prosím o výměnu monitor — je už za zenitem.
377,442,2024-04-13 17:52:00,hw / sw,P3,pending,Prosím o výměnu klávesnice — je už za zenitem.
378,563,2024-07-11 17:36:00,Účet a přístup,P2,open,Můj VPN profil nefunguje od pondělí.
379,364,2024-09-10 08:41:00,hw / sw,P4,closed,Prosím o výměnu headset — je už za zenitem.
380,905,2024-10-02 15:47:00,Ostatní,P2,pending,Klimatizace v open-spacu zase netáhne.
381,713,2025-02-22 08:29:00,Software,P3,closed,Po updatu Slack se mi rozbilo SSO login.
382,851,2024-10-27 16:48:00,Software,P4,closed,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
383,58,2024-06-28 11:40:00,HARDWARE,P3,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
384,99,2024-04-02 09:22:00,Software,P3,closed,Po updatu Figma se mi rozbilo notifikace.
385,9977,2025-03-08 12:31:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Slack.
386,873,2025-02-14 11:08:00,Software,P3,open,Mohli byste mi prosím přidat licenci na Jira?
387,482,2024-05-10 16:36:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do interní portál.
388,301,2024-01-21 11:19:00,Účet a přístup,P4,closed,Nemám přístup ke sdílenému disku týmu.
389,311,2024-03-25 09:55:00,HARDWARE,P3,closed,notebook přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
390,593,2024-06-08 17:47:00,Software,P3,pending,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
391,256,2025-01-20 13:52:00,Software,P4,pending,Mohli byste mi prosím přidat licenci na Excel?
392,910,2024-07-23 16:48:00,HARDWARE,P2,pending,Nefunguje mi notebook. Můžete se na to podívat?
393,979,2024-04-18 15:53:00,Software,P3,pending,Po updatu VS Code se mi rozbilo notifikace.
394,400,2024-02-21 13:15:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Slack.
395,944,2024-12-29 12:35:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
396,791,2024-04-14 12:48:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
397,870,2024-05-29 17:51:00,Ostatní,P3,open,Klimatizace v open-spacu zase netáhne.
398,701,2024-01-22 16:09:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
399,29,2025-04-29 16:40:00,HARDWARE,P3,closed,Prosím o výměnu notebook — je už za zenitem.
400,567,2024-11-18 12:22:00,HARDWARE,P2,closed,Nefunguje mi monitor. Můžete se na to podívat?
401,652,2024-11-11 10:15:00,Účet a přístup,P2,closed,Nemám přístup ke sdílenému disku týmu.
402,123,2024-11-13 14:26:00,Účet a přístup,P3,closed,Nemám přístup ke sdílenému disku týmu.
403,711,2024-02-26 09:34:00,HARDWARE,P1,pending,Prosím o výměnu myš — je už za zenitem.
404,856,2024-01-03 08:18:00,Software,P4,pending,Mohli byste mi prosím přidat licenci na VS Code?
405,379,2024-03-01 15:33:00,Software,P1,open,Mohli byste mi prosím přidat licenci na Jira?
406,469,2024-05-05 12:47:00,Účet a přístup,P2,pending,Zapomněl/a jsem heslo do Slack.
407,851,2025-02-08 14:39:00,Účet a přístup,P4,open,Zapomněl/a jsem heslo do interní portál.
408,686,2024-06-19 15:06:00,Software,P2,open,Po updatu Jira se mi rozbilo notifikace.
409,856,2024-07-27 10:20:00,HARDWARE,P4,closed,Prosím o výměnu notebook — je už za zenitem.
410,853,2024-02-03 12:08:00,Software,P4,closed,Po updatu Slack se mi rozbilo notifikace.
411,7,2024-06-05 14:13:00,HARDWARE,P2,closed,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
412,839,2024-06-18 12:53:00,HARDWARE,P3,pending,klávesnice přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
413,851,2025-04-30 08:21:00,Software,P2,open,Po updatu Slack se mi rozbilo notifikace.
414,470,2024-07-13 15:58:00,HARDWARE,P2,pending,Prosím o výměnu klávesnice — je už za zenitem.
415,298,2024-10-21 14:34:00,HARDWARE,P3,closed,Prosím o výměnu notebook — je už za zenitem.
416,682,2024-07-13 17:17:00,Ostatní,P4,closed,Klimatizace v open-spacu zase netáhne.
417,956,2024-04-16 14:59:00,Software,P4,open,Mohli byste mi prosím přidat licenci na Excel?
418,914,2024-06-09 09:28:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do interní portál.
419,173,2024-04-16 08:56:00,Software,P3,closed,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
420,353,2024-04-07 08:02:00,Software,P3,pending,Mohli byste mi prosím přidat licenci na VS Code?
421,868,2024-10-13 11:15:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Figma?
422,374,2024-08-27 11:24:00,Účet a přístup,P1,closed,Můj VPN profil nefunguje od pondělí.
423,89,2024-01-06 08:31:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na VS Code?
424,980,2025-04-12 11:55:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
425,851,2024-07-10 12:38:00,Software,P3,open,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
426,348,2024-07-08 08:39:00,Účet a přístup,P3,closed,Zapomněl/a jsem heslo do Confluence.
427,307,2024-12-05 17:47:00,Software,P2,closed,Mohli byste mi prosím přidat licenci na Excel?
428,372,2024-10-03 10:45:00,HARDWARE,P2,open,Nefunguje mi notebook. Můžete se na to podívat?
429,129,2024-10-03 10:03:00,HARDWARE,P3,closed,Prosím o výměnu myš — je už za zenitem.
430,880,2024-07-19 14:38:00,Software,P2,open,Nejde mi nainstalovat Slack. Vyhazuje to chybu.
431,486,2025-04-01 08:32:00,Účet a přístup,P2,closed,Můj VPN profil nefunguje od pondělí.
432,604,2024-03-16 08:33:00,Software,P3,pending,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
433,398,2025-01-27 11:41:00,HARDWARE,P3,closed,myš přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
434,615,2024-06-29 12:51:00,HARDWARE,P3,pending,Nefunguje mi myš. Můžete se na to podívat?
435,3,2024-12-16 13:53:00,Software,P2,closed,Po updatu Slack se mi rozbilo SSO login.
436,436,2024-07-31 14:01:00,HARDWARE,P3,closed,Prosím o výměnu headset — je už za zenitem.
437,166,2024-04-26 17:25:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do interní portál.
438,230,2025-04-23 09:39:00,Software,P4,closed,Po updatu Excel se mi rozbilo SSO login.
439,23,2024-03-01 12:31:00,HARDWARE,P2,closed,Nefunguje mi myš. Můžete se na to podívat?
440,595,2024-01-17 11:15:00,Účet a přístup,P4,closed,Nemám přístup ke sdílenému disku týmu.
441,141,2024-09-13 13:47:00,Účet a přístup,P2,closed,Zapomněl/a jsem heslo do Confluence.
442,15,2024-10-31 17:13:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
443,160,2024-02-12 14:26:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Confluence.
444,421,2024-05-22 15:03:00,Software,P3,closed,Po updatu Slack se mi rozbilo SSO login.
445,461,2024-07-22 10:58:00,Účet a přístup,P3,closed,Můj VPN profil nefunguje od pondělí.
446,895,2024-01-13 15:38:00,HARDWARE,P3,pending,monitor přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
447,822,2025-02-21 11:24:00,HARDWARE,P4,pending,Prosím o výměnu notebook — je už za zenitem.
448,1005,2024-03-23 08:49:00,HARDWARE,P3,closed,Nefunguje mi dock. Můžete se na to podívat?
449,188,2024-05-25 12:55:00,HARDWARE,P4,closed,dock přestal/a fungovat dnes ráno. Potřebuji to vyřešit co nejdřív.
450,716,2025-03-18 15:16:00,Účet a přístup,P4,closed,Zapomněl/a jsem heslo do Jira.
451,245,2024-03-14 17:49:00,Software,P3,open,Nejde mi nainstalovat VS Code. Vyhazuje to chybu.
452,62,2024-02-25 09:45:00,Ostatní,P1,pending,Někdo mi v ledničce snědl oběd. Co s tím?
453,155,2024-06-03 12:43:00,HARDWARE,P2,closed,Nefunguje mi myš. Můžete se na to podívat?
454,321,2024-11-22 12:46:00,Ostatní,P1,closed,Někdo mi v ledničce snědl oběd. Co s tím?
455,0,2025-03-16 16:53:00,Software,P3,open,Nejde mi nainstalovat Excel. Vyhazuje to chybu.
456,641,2024-09-20 16:40:00,Účet a přístup,P3,pending,Můj VPN profil nefunguje od pondělí.
457,207,2024-03-28 12:33:00,Software,P3,closed,Po updatu VS Code se mi rozbilo SSO login.
458,934,2024-03-31 16:19:00,Software,P3,closed,Mohli byste mi prosím přidat licenci na Slack?
